Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Emp_EnvironmentSatisfaction,Emp_JobSatisfaction,Emp_WorkLifeBalance,Mgr_JobInvolvement,Mgr_PerformanceRating,Time_in_min,Time_in_max,Time_in_mean,Time_out_min,Time_out_max,Time_out_mean
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1222,Male,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4,09:24:25,10:44:51,10:00:15,16:47:35,18:54:41,17:50:11
35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1223,Male,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3,09:13:31,10:54:34,09:57:26,16:24:35,18:53:41,17:27:20
29,No,Travel_Rarely,Sales,29,4,Life Sciences,1224,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3,09:20:42,10:45:09,09:59:26,19:32:28,21:44:44,20:42:55
31,No,Travel_Rarely,Research & Development,2,2,Medical,1225,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3,,3.0,2.0,3,3,09:04:30,10:49:12,10:00:41,15:08:32,17:29:11,16:19:29
34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1226,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2,2.0,4.0,3.0,2,3,09:17:43,10:36:20,09:57:53,16:04:47,18:33:02,17:34:44
28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1227,Male,5,Research Director,Single,100960,5.0,13,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3,09:23:48,11:11:59,10:01:45,19:20:56,21:32:46,20:30:44
29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1228,Female,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3,09:19:16,10:44:19,10:00:10,16:48:21,19:09:54,17:58:13
32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1229,Female,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3,09:18:54,10:49:57,09:59:27,19:25:40,21:43:34,20:41:12
22,No,Non-Travel,Research & Development,8,3,Life Sciences,1230,Female,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3,09:10:48,10:45:18,10:00:33,19:01:33,21:08:20,20:00:44
53,No,Travel_Rarely,Research & Development,11,3,Medical,1231,Male,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3,09:17:44,10:49:29,10:00:27,16:58:42,19:02:00,18:01:24
38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1232,Female,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3,09:07:46,10:45:24,10:00:03,18:27:55,20:56:43,19:41:09
24,No,Non-Travel,Research & Development,1,5,Life Sciences,1233,Male,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3,09:19:53,10:54:47,10:00:12,15:38:20,18:00:36,16:54:41
36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1234,Male,1,Research Director,Single,54860,7.0,12,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3,09:29:36,10:38:37,10:01:18,15:30:46,17:41:20,16:29:49
34,No,Travel_Rarely,Sales,24,3,Marketing,1235,Male,4,Research Scientist,Single,27420,0.0,11,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3,09:09:55,10:52:58,10:01:55,15:09:25,17:11:31,16:07:36
21,No,Travel_Rarely,Sales,2,3,Life Sciences,1236,Male,2,Manufacturing Director,Single,137570,1.0,12,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3,09:15:48,10:47:59,10:01:06,14:58:55,17:16:59,16:00:57
34,Yes,Travel_Rarely,Sales,15,2,Marketing,1237,Female,2,Research Scientist,Single,84630,2.0,13,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3,09:13:34,10:43:12,09:59:59,16:55:23,19:00:54,17:48:54
53,No,Travel_Rarely,Sales,2,1,Life Sciences,1238,Male,5,Human Resources,Divorced,31620,4.0,15,0,26.0,4,14,4,8,3.0,3.0,2.0,3,3,09:26:10,10:44:00,10:00:26,16:23:09,18:42:55,17:29:18
32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1239,Female,2,Manufacturing Director,Single,165980,1.0,13,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3,09:19:06,10:55:49,10:00:00,18:32:54,20:48:12,19:29:43
42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1240,Male,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2,3.0,2.0,3.0,2,4,09:13:23,10:42:46,09:59:23,15:49:43,18:07:12,16:52:55
44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1241,Female,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3,09:11:52,10:53:24,10:00:50,16:08:16,18:16:33,17:06:54
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1242,Female,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3,09:19:06,10:34:06,10:00:13,16:51:38,19:06:27,18:00:46
33,No,Travel_Rarely,Sales,3,3,Medical,1243,Male,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3,09:17:49,10:42:26,10:01:45,15:39:50,17:28:41,16:33:27
44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1244,Male,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4,09:14:20,10:37:40,10:00:35,17:36:00,19:24:09,18:32:33
30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1245,Female,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8,4.0,3.0,3.0,3,3,09:16:08,10:45:32,09:59:57,14:57:00,17:20:02,16:06:54
39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1246,Male,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3,09:08:58,10:38:25,10:00:50,15:13:02,17:23:17,16:32:16
24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1247,Male,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3,09:22:06,10:44:25,09:59:46,18:36:19,20:59:50,19:40:22
43,No,Travel_Rarely,Sales,9,5,Technical Degree,1248,Female,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3,09:04:13,10:50:34,10:00:20,15:29:44,17:44:59,16:29:36
50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1249,Male,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3,09:16:02,10:42:38,10:00:23,18:04:52,20:03:33,18:55:35
35,No,Travel_Rarely,Sales,2,4,Marketing,1250,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3,09:12:10,10:48:43,10:00:26,15:59:41,18:01:39,17:05:38
36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1251,Female,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3,09:15:52,10:57:40,09:59:02,17:36:36,20:19:33,19:03:45
33,No,Travel_Frequently,Sales,9,2,Marketing,1252,Male,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3,09:19:10,10:36:59,10:00:05,15:32:23,17:43:36,16:33:30
35,No,Travel_Rarely,Research & Development,10,1,Medical,1253,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3,09:13:56,10:45:45,10:01:07,15:03:46,17:22:32,16:12:27
27,No,Travel_Rarely,Sales,8,2,Marketing,1254,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3,09:06:01,10:56:28,09:58:58,16:28:12,19:01:11,17:36:09
26,Yes,Travel_Rarely,Sales,4,3,Marketing,1255,Male,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3,09:20:08,10:55:48,10:01:26,16:30:36,19:03:14,17:43:02
27,No,Travel_Frequently,Sales,24,3,Life Sciences,1256,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4,09:16:45,10:48:51,09:58:30,15:30:25,17:55:27,16:49:03
30,No,Travel_Frequently,Research & Development,1,4,Medical,1257,Male,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3,09:14:37,10:56:18,10:00:43,15:50:02,17:44:48,16:49:42
41,Yes,Travel_Rarely,Sales,20,4,Marketing,1258,Male,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3,09:07:29,10:56:32,10:00:17,14:43:25,17:10:39,15:58:01
34,No,Non-Travel,Research & Development,7,2,Technical Degree,1259,Female,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3,09:15:47,10:44:46,10:01:48,16:44:02,18:51:33,17:51:00
37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1260,Female,3,Sales Executive,Married,20640,4.0,16,0,8.0,3,1,0,0,2.0,2.0,3.0,2,3,09:23:09,10:35:59,09:58:59,15:13:43,16:57:05,16:05:08
46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,1261,Male,3,Sales Executive,Single,40350,4.0,14,1,14.0,2,9,0,8,1.0,4.0,,3,3,09:16:29,10:40:20,10:01:44,18:09:24,20:35:06,19:20:50
35,No,Travel_Rarely,Research & Development,8,4,Medical,1262,Female,3,Research Scientist,Married,38380,1.0,16,1,1.0,2,1,0,1,4.0,4.0,3.0,3,3,09:10:11,10:40:01,09:59:23,15:00:50,18:08:49,16:53:58
48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1263,Female,1,Sales Executive,Single,45910,9.0,16,0,23.0,6,1,0,0,1.0,3.0,3.0,1,3,09:17:08,10:50:07,10:01:05,18:07:12,20:28:35,19:18:49
28,Yes,Travel_Rarely,Research & Development,10,1,Medical,1264,Male,1,Sales Executive,Single,25610,1.0,22,1,2.0,3,2,2,2,3.0,3.0,2.0,3,4,09:20:27,10:47:05,09:59:22,19:39:49,21:37:24,20:40:23
44,No,Travel_Rarely,Research & Development,1,1,Medical,1265,Female,3,Research Scientist,Divorced,15630,5.0,12,2,9.0,3,4,1,3,2.0,1.0,2.0,3,3,09:14:21,10:51:36,10:00:46,18:16:19,20:24:09,19:23:57
35,No,Non-Travel,Research & Development,5,4,Technical Degree,1266,Female,3,Manufacturing Director,Married,48980,2.0,15,2,10.0,2,4,2,3,3.0,1.0,3.0,3,3,09:24:58,10:50:03,09:59:26,18:12:41,20:37:34,19:30:00
26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1267,Female,3,Sales Executive,Married,47890,7.0,20,1,5.0,2,2,0,0,3.0,4.0,2.0,3,4,09:10:15,11:12:46,09:59:05,19:03:36,21:59:43,20:11:03
33,No,Travel_Frequently,Sales,29,4,Life Sciences,1268,Female,1,Human Resources,Single,31800,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0,3,3,09:09:39,11:04:53,09:59:27,16:51:46,20:01:14,18:11:55
35,No,Travel_Frequently,Research & Development,15,3,Medical,1269,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8,2.0,1.0,2.0,3,4,09:12:53,10:52:02,09:59:14,15:27:13,17:24:59,16:27:38
35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,1270,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2,3.0,1.0,3.0,2,3,09:07:28,10:40:20,09:58:36,17:28:28,19:49:58,18:45:57
31,No,Travel_Rarely,Sales,10,2,Life Sciences,1271,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7,4.0,4.0,2.0,3,3,09:08:59,10:33:22,09:59:01,15:01:21,17:21:59,16:04:46
37,No,Travel_Rarely,Sales,4,3,Marketing,1272,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7,1.0,3.0,4.0,3,3,08:51:42,10:47:10,09:58:49,16:09:53,18:36:52,17:24:11
32,No,Travel_Rarely,Research & Development,21,3,Other,1273,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8,1.0,4.0,3.0,3,3,09:20:35,10:56:44,10:00:27,17:11:05,19:15:31,18:06:58
38,No,Travel_Frequently,Research & Development,25,3,Medical,1274,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9,4.0,4.0,3.0,3,3,09:14:55,10:45:51,09:59:03,15:05:05,17:24:18,16:13:32
50,No,Travel_Rarely,Sales,2,4,Marketing,1275,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8,2.0,3.0,2.0,3,3,09:11:31,10:50:41,10:01:09,18:23:49,20:38:11,19:33:02
59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1276,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9,1.0,1.0,2.0,3,3,09:14:17,10:51:11,10:00:15,15:49:42,18:12:52,16:55:15
36,No,Travel_Rarely,Sales,1,2,Marketing,1277,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8,3.0,3.0,3.0,3,3,09:04:29,10:47:34,10:02:01,14:50:45,17:18:46,16:02:19
55,No,Travel_Rarely,Research & Development,7,3,Medical,1278,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2,4.0,3.0,3.0,3,3,09:17:32,10:40:47,10:00:20,17:03:59,19:03:38,18:07:11
36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,1279,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3,2.0,2.0,3.0,3,3,09:11:00,10:43:40,10:00:18,16:19:11,18:18:47,17:13:12
45,No,Travel_Rarely,Research & Development,1,2,Medical,1280,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0,2.0,1.0,3.0,3,3,09:09:17,10:37:30,09:58:32,15:36:43,17:52:43,16:46:58
35,No,Travel_Frequently,Human Resources,9,3,Other,1281,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2,2.0,1.0,2.0,3,3,09:11:29,10:41:42,09:58:09,14:50:02,17:10:33,16:04:14
36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1282,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0,4.0,3.0,2.0,4,3,09:20:42,10:46:15,10:00:57,17:44:20,19:53:17,18:54:32
59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1283,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3,1.0,3.0,2.0,2,3,09:17:38,10:54:40,10:00:40,15:40:27,18:11:42,16:48:04
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1284,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4,3.0,2.0,3.0,3,3,09:05:19,10:52:19,10:01:33,16:48:09,19:07:43,17:51:14
31,No,Travel_Rarely,Research & Development,3,2,Medical,1285,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0,3.0,2.0,3.0,1,4,09:02:30,10:36:38,09:56:56,15:07:57,17:14:54,16:14:58
32,No,Travel_Rarely,Sales,3,4,Life Sciences,1286,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9,2.0,2.0,3.0,2,3,09:07:44,10:33:57,09:58:24,16:02:31,18:29:35,17:29:45
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1287,Male,2,Sales Representative,Married,43200,3.0,17,0,5.0,2,1,0,0,2.0,4.0,3.0,3,3,09:06:45,10:52:11,10:00:09,16:10:34,18:08:00,17:10:56
31,No,Travel_Rarely,Research & Development,27,3,Medical,1288,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8,3.0,4.0,3.0,3,3,09:14:15,10:55:10,09:59:30,15:04:41,17:21:53,16:05:14
35,No,Travel_Rarely,Research & Development,2,4,Medical,1289,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8,3.0,1.0,3.0,4,3,09:19:03,10:45:41,10:01:20,15:02:33,17:00:31,16:02:31
45,No,Travel_Rarely,Human Resources,14,3,Human Resources,1290,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0,4.0,1.0,4.0,1,3,09:18:46,10:49:08,10:01:10,17:52:09,20:14:14,18:54:58
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1291,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2,1.0,3.0,4.0,3,3,09:01:45,10:41:14,10:00:47,15:38:04,17:44:16,16:36:37
46,No,Travel_Rarely,Research & Development,9,3,Medical,1292,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2,2.0,2.0,3.0,3,3,09:18:44,10:50:05,09:59:28,19:18:00,21:26:03,20:15:40
30,No,Travel_Rarely,Sales,18,3,Life Sciences,1293,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0,4.0,4.0,2.0,3,3,09:12:05,10:48:05,09:58:58,18:09:37,20:07:39,19:10:43
35,No,Travel_Rarely,Research & Development,20,4,Life Sciences,1294,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4,2.0,3.0,3.0,3,3,08:45:32,10:40:54,09:56:40,16:43:30,18:49:57,17:50:53
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1295,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0,1.0,4.0,3.0,3,3,09:17:07,10:39:24,10:00:16,15:36:28,17:54:35,16:42:51
38,No,Non-Travel,Sales,11,1,Marketing,1296,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9,2.0,4.0,3.0,4,3,09:21:11,10:43:29,10:01:33,17:31:38,20:03:49,18:50:14
34,No,Travel_Rarely,Research & Development,8,2,Medical,1297,Male,1,Research Scientist,Married,58780,1.0,14,0,5.0,1,5,1,3,1.0,2.0,3.0,3,3,09:23:59,10:46:53,10:00:51,17:03:56,18:53:24,18:01:23
56,No,Travel_Rarely,Human Resources,2,1,Medical,1298,Male,2,Sales Executive,Single,26440,4.0,11,1,37.0,2,6,0,2,4.0,4.0,2.0,3,3,09:12:15,10:45:41,09:59:12,15:12:22,17:19:49,16:17:56
23,No,Travel_Rarely,Research & Development,10,3,Medical,1299,Male,2,Laboratory Technician,Divorced,64390,3.0,22,3,3.0,2,0,0,0,3.0,1.0,3.0,3,4,09:05:38,10:48:16,09:59:47,14:58:49,17:21:29,16:24:08
51,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1300,Female,5,Manufacturing Director,Married,24510,3.0,17,0,10.0,2,4,0,3,4.0,4.0,3.0,2,3,09:13:35,10:51:29,09:59:58,15:43:07,17:48:33,16:45:30
30,No,Travel_Rarely,Sales,8,2,Technical Degree,1301,Male,1,Sales Representative,Married,63920,1.0,21,1,11.0,2,11,10,8,3.0,4.0,3.0,4,4,09:19:45,10:40:43,09:58:06,16:30:07,18:47:46,17:35:10
46,Yes,Travel_Rarely,Sales,1,2,Medical,1302,Female,2,Research Scientist,Single,97140,1.0,22,0,9.0,0,9,4,7,3.0,4.0,3.0,3,4,09:08:06,10:39:54,09:58:56,15:13:46,17:17:54,16:10:47
40,No,Travel_Frequently,Research & Development,6,3,Medical,1303,Male,1,Healthcare Representative,Married,60770,1.0,16,2,22.0,2,22,11,11,3.0,2.0,2.0,2,3,09:08:35,10:42:44,10:00:24,16:09:26,18:44:55,17:24:41
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1304,Female,5,Sales Representative,Single,24500,0.0,12,1,11.0,2,10,1,0,3.0,4.0,1.0,3,3,09:15:43,10:45:08,10:01:14,18:56:47,21:02:38,20:06:28
30,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1305,Male,1,Manufacturing Director,Divorced,92500,1.0,12,3,11.0,0,11,2,7,3.0,2.0,2.0,3,3,09:19:43,10:44:48,10:00:00,16:42:25,19:09:50,18:04:17
46,No,Travel_Frequently,Research & Development,12,1,Medical,1306,Male,1,Laboratory Technician,Married,20740,2.0,15,1,21.0,3,10,9,5,3.0,1.0,2.0,3,3,09:14:33,10:47:11,10:01:41,17:56:50,20:05:55,19:02:57
32,No,Travel_Rarely,Sales,15,3,Marketing,1307,Male,1,Research Scientist,Single,101690,1.0,14,0,12.0,6,11,5,7,2.0,3.0,3.0,2,3,09:11:08,10:46:18,10:00:45,16:03:24,18:17:10,17:19:25
54,No,Travel_Rarely,Research & Development,25,1,Medical,1308,Female,1,Laboratory Technician,Married,48550,9.0,25,1,16.0,2,4,0,3,1.0,3.0,1.0,2,4,09:11:20,10:45:40,10:00:41,16:25:02,18:36:15,17:35:49
24,No,Travel_Rarely,Sales,6,2,Marketing,1309,Male,2,Research Scientist,Married,40870,0.0,20,3,4.0,1,3,0,2,1.0,3.0,2.0,3,4,09:18:38,10:49:22,10:00:04,16:34:33,18:53:58,17:47:48
28,No,Non-Travel,Sales,9,4,Medical,1310,Male,2,Laboratory Technician,Married,23670,1.0,13,0,5.0,2,5,0,4,2.0,3.0,4.0,2,3,09:18:15,10:42:02,10:00:50,14:43:21,17:15:44,16:00:18
58,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1311,Male,2,Sales Executive,Single,29720,0.0,14,0,38.0,2,37,1,8,4.0,3.0,2.0,4,3,09:24:20,10:53:30,10:00:53,16:04:24,18:29:12,17:05:39
44,No,Non-Travel,Research & Development,23,2,Medical,1312,Female,1,Research Scientist,Married,195860,4.0,16,0,17.0,3,3,1,2,2.0,2.0,4.0,2,3,09:14:50,10:55:38,09:58:58,15:37:43,17:55:07,16:42:56
37,Yes,Travel_Rarely,Human Resources,9,3,Human Resources,1313,Male,2,Healthcare Representative,Divorced,54840,,17,0,7.0,4,3,0,2,3.0,1.0,3.0,3,3,09:09:54,10:41:51,10:00:45,19:00:05,21:13:30,20:09:35
32,No,Travel_Rarely,Human Resources,12,2,Human Resources,1314,Female,1,Sales Representative,Single,20610,1.0,15,1,1.0,2,1,0,0,4.0,1.0,3.0,2,3,09:00:05,10:53:02,10:00:44,16:28:05,18:59:43,17:58:21
20,Yes,Travel_Frequently,Sales,4,4,Life Sciences,1315,Female,2,Healthcare Representative,Single,99240,1.0,22,0,1.0,3,1,1,0,4.0,4.0,3.0,3,4,09:11:45,10:33:44,10:00:05,19:46:31,22:01:10,20:42:49
34,No,Travel_Rarely,Research & Development,1,4,Other,1316,Male,4,Laboratory Technician,Single,41980,1.0,22,1,16.0,2,16,2,10,1.0,3.0,3.0,2,4,09:16:55,10:49:49,10:00:19,16:15:22,18:45:15,17:37:42
37,No,Non-Travel,Sales,24,2,Life Sciences,1317,Male,1,Research Scientist,Divorced,68150,5.0,20,1,17.0,3,1,0,0,3.0,4.0,4.0,3,4,09:17:36,10:41:22,10:01:14,16:47:51,18:52:55,17:48:15
59,No,Non-Travel,Research & Development,12,2,Life Sciences,1318,Male,2,Sales Executive,Married,47230,9.0,14,0,30.0,0,3,2,2,3.0,4.0,3.0,3,3,09:01:54,10:41:12,09:58:47,16:09:03,18:10:37,17:11:30
50,No,Travel_Frequently,Research & Development,3,4,Medical,1319,Male,4,Research Scientist,Married,61420,3.0,13,2,28.0,3,8,0,7,1.0,2.0,2.0,2,3,09:14:03,10:44:56,09:59:57,18:35:09,20:37:06,19:35:00
25,Yes,Travel_Rarely,Sales,10,1,Marketing,1320,Male,2,Research Director,Single,82370,1.0,13,0,6.0,6,6,0,3,3.0,3.0,3.0,2,3,09:15:53,10:51:19,09:59:32,17:09:15,19:48:07,18:30:09
25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,1321,Male,1,Laboratory Technician,Married,88530,1.0,22,1,2.0,3,2,2,1,4.0,4.0,3.0,3,4,09:17:47,10:46:30,10:01:39,16:23:31,18:47:44,17:43:44
22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1322,Male,1,Sales Representative,Single,193310,1.0,12,1,1.0,2,0,0,0,2.0,4.0,3.0,3,3,09:18:30,10:51:48,09:59:42,15:04:32,17:20:32,16:15:26
51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1323,Female,1,Sales Executive,Single,20730,3.0,14,1,23.0,4,13,12,8,1.0,1.0,2.0,3,3,09:22:12,10:47:54,10:01:09,16:29:23,18:27:10,17:30:31
34,Yes,Travel_Frequently,Human Resources,4,4,Life Sciences,1324,Female,5,Sales Executive,Single,55620,1.0,15,0,9.0,3,9,0,6,1.0,3.0,,3,3,09:10:32,10:59:55,10:00:20,17:04:10,19:04:30,18:13:27
54,No,Non-Travel,Research & Development,9,3,Life Sciences,1325,Male,1,Laboratory Technician,Single,196130,2.0,17,0,23.0,5,5,4,4,4.0,4.0,3.0,3,3,09:16:02,10:44:53,09:59:43,17:12:42,19:10:10,18:08:18
24,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1326,Male,2,Laboratory Technician,Married,34070,0.0,13,1,6.0,4,5,1,2,2.0,3.0,3.0,3,3,09:15:44,10:40:02,09:59:07,15:33:09,17:38:44,16:28:24
34,No,Travel_Rarely,Sales,4,3,Marketing,1327,Female,2,Sales Representative,Divorced,50630,6.0,12,1,12.0,2,1,0,0,3.0,2.0,3.0,3,3,09:19:48,10:48:03,09:59:27,14:35:11,17:04:09,15:59:27
37,No,Travel_Rarely,Sales,6,1,Technical Degree,1328,Male,1,Laboratory Technician,Single,46390,2.0,12,2,12.0,3,5,1,3,3.0,4.0,3.0,3,3,09:17:47,10:53:50,09:59:11,14:53:08,17:21:08,16:12:29
34,No,Travel_Rarely,Sales,9,2,Medical,1329,Male,2,Healthcare Representative,Single,48760,2.0,21,1,14.0,3,11,5,8,3.0,1.0,3.0,3,4,08:54:47,11:02:28,10:00:28,16:44:36,18:57:19,17:51:48
36,No,Travel_Frequently,Human Resources,7,3,Medical,1330,Male,1,Research Scientist,Married,26900,0.0,11,0,10.0,1,9,2,8,2.0,4.0,3.0,3,3,09:16:16,10:36:25,10:00:12,16:48:50,19:05:45,17:59:17
36,No,Travel_Rarely,Research & Development,1,3,Medical,1331,Female,2,Manufacturing Director,Divorced,175670,5.0,13,0,7.0,6,1,0,0,1.0,4.0,3.0,3,3,09:16:44,10:47:20,10:00:30,16:26:40,18:23:18,17:30:30
43,No,Travel_Frequently,Research & Development,3,4,Life Sciences,1332,Male,1,Sales Executive,Married,24080,1.0,12,1,25.0,3,25,4,12,3.0,4.0,4.0,3,3,09:10:46,10:54:17,10:00:20,17:22:02,19:53:57,18:42:30
30,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1333,Female,3,Healthcare Representative,Divorced,28140,1.0,24,0,10.0,2,10,0,9,1.0,3.0,2.0,3,4,09:18:27,10:50:06,10:01:44,17:02:50,19:01:49,17:56:27
